"","RPT_DT","OFNS_DESC","LAW_CAT_CD","BORO_NM","ADDR_PCT_CD","Latitude","Longitude","Lat_Lon","id","address","street_number","route","neighborhood","political","administrative_area_level_2","administrative_area_level_1","country","postal_code","postal_code_suffix","locality","premise","postal_code_new"
"6581","03/04/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","QUEENS",115,40.750147055,-73.880595713,"(40.750147055, -73.880595713)",6581,"35-65 86th St, Flushing, NY 11372, USA","35-65","86th Street","Flushing","Queens","Queens County","New York","United States",11372,NA,NA,NA,"11372"
"6582","01/10/2015","HARRASSMENT 2","VIOLATION","QUEENS",105,40.653012054,-73.735596385,"(40.653012054, -73.735596385)",6582,"253-50 149th Ave, Rosedale, NY 11422, USA","253-50","149th Avenue","Rosedale","Queens","Queens County","New York","United States",11422,2820,NA,NA,"11422"
"6583","02/27/2015","HARRASSMENT 2","VIOLATION","MANHATTAN",17,40.759946102,-73.969853247,"(40.759946102, -73.969853247)",6583,"665-667 Lexington Ave, New York, NY 10022, USA","665-667","Lexington Avenue","Midtown East","Manhattan","New York County","New York","United States",10022,NA,"New York",NA,"10022"
"6584","09/05/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",62,40.591988864,-73.992901018,"(40.591988864, -73.992901018)",6584,"2510 Cropsey Ave, Brooklyn, NY 11214, USA","2510","Cropsey Avenue","Gravesend","Brooklyn","Kings County","New York","United States",11214,6614,NA,NA,"11214"
"6585","05/02/2015","HARRASSMENT 2","VIOLATION","QUEENS",103,40.711756906,-73.789260685,"(40.711756906, -73.789260685)",6585,"88 173rd St, Jamaica, NY 11432, USA","88","173rd Street","Jamaica","Queens","Queens County","New York","United States",11432,NA,NA,NA,"11432"
"6586","05/15/2015","ROBBERY","FELONY","MANHATTAN",23,40.790746414,-73.950634042,"(40.790746414, -73.950634042)",6586,"63-69 E 102nd St, New York, NY 10029, USA","63-69","East 102nd Street","East Harlem","Manhattan","New York County","New York","United States",10029,6052,"New York",NA,"10029"
"6587","11/16/2015","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","QUEENS",112,40.722297941,-73.867311686,"(40.722297941, -73.867311686)",6587,"63-67-63-69 Woodhaven Blvd, Rego Park, NY 11374, USA","63-67-63-69","Woodhaven Boulevard","Rego Park","Queens","Queens County","New York","United States",11374,NA,NA,NA,"11374"
"6588","06/27/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS",107,40.711478472,-73.817476167,"(40.711478472, -73.817476167)",6588,"139-93-139-99 Pershing Crescent, Briarwood, NY 11435, USA","139-93-139-99","Pershing Crescent","Briarwood","Queens","Queens County","New York","United States",11435,NA,NA,NA,"11435"
"6589","09/23/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS",113,40.668746057,-73.781804926,"(40.668746057, -73.781804926)",6589,"15377-15383 Rockaway Blvd, Jamaica, NY 11434, USA","15377-15383","Rockaway Boulevard","Jamaica","Queens","Queens County","New York","United States",11434,NA,NA,NA,"11434"
"6590","08/18/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",40,40.815850316,-73.907154256,"(40.815850316, -73.907154256)",6590,"745-763 Dr Ram<f3>n S. Velez Blvd, Bronx, NY 10455, USA","745-763","Doctor Ram<f3>n S. Velez Boulevard","West Bronx","Bronx","Bronx County","New York","United States",10455,NA,NA,NA,"10455"
"6591","10/16/2015","PETIT LARCENY","MISDEMEANOR","BRONX",44,40.842294879,-73.916937046,"(40.842294879, -73.916937046)",6591,"10 W 172nd St, Bronx, NY 10452, USA","10","West 172nd Street","West Bronx","Bronx","Bronx County","New York","United States",10452,2203,NA,NA,"10452"
"6592","12/26/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",18,40.76552838,-73.980038144,"(40.76552838, -73.980038144)",6592,"897 7th Ave, New York, NY 10019, USA","897","7th Avenue","Midtown","Manhattan","New York County","New York","United States",10019,NA,"New York",NA,"10019"
"6593","07/01/2015","GRAND LARCENY","FELONY","QUEENS",106,40.678763419,-73.833717501,"(40.678763419, -73.833717501)",6593,"10527-10561 Rockaway Blvd, Ozone Park, NY 11417, USA","10527-10561","Rockaway Boulevard","Ozone Park","Queens","Queens County","New York","United States",11417,NA,NA,NA,"11417"
"6594","07/04/2015","HARRASSMENT 2","VIOLATION","BRONX",52,40.876170861,-73.885840429,"(40.876170861, -73.885840429)",6594,"3181 Grand Concourse, Bronx, NY 10468, USA","3181","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States",10468,1269,NA,NA,"10468"
"6595","01/25/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",6,40.730756883,-74.000769976,"(40.730756883, -74.000769976)",6595,"125-131 W 3rd St, New York, NY 10012, USA","125-131","West 3rd Street","Lower Manhattan","Manhattan","New York County","New York","United States",10012,NA,"New York",NA,"10012"
"6596","08/10/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN",68,40.618424237,-74.025035655,"(40.618424237, -74.025035655)",6596,"72 Gatling Pl, Brooklyn, NY 11209, USA","72","Gatling Place","Bay Ridge","Brooklyn","Kings County","New York","United States",11209,6006,NA,NA,"11209"
"6597","08/15/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",42,40.825467893,-73.91434928,"(40.825467893, -73.91434928)",6597,"912 Courtlandt Ave, Bronx, NY 10451, USA","912","Courtlandt Avenue","West Bronx","Bronx","Bronx County","New York","United States",10451,4147,NA,NA,"10451"
"6598","03/07/2015","HARRASSMENT 2","VIOLATION","QUEENS",109,40.763988812,-73.828425566,"(40.763988812, -73.828425566)",6598,"137-77 Northern Blvd, Flushing, NY 11354, USA","137-77","Northern Boulevard","Flushing","Queens","Queens County","New York","United States",11354,NA,NA,NA,"11354"
"6599","06/07/2015","ROBBERY","FELONY","QUEENS",103,40.698158838,-73.795084668,"(40.698158838, -73.795084668)",6599,"106-45-106-67 160th St, Jamaica, NY 11433, USA","106-45-106-67","160th Street","Jamaica","Queens","Queens County","New York","United States",11433,NA,NA,NA,"11433"
"6600","04/23/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.873671035,-73.908013649,"(40.873671035, -73.908013649)",6600,"31-49 W 225th St, Bronx, NY 10463, USA","31-49","West 225th Street","West Bronx","Bronx","New York County","New York","United States",10463,NA,"New York",NA,"10463"
"6601","05/26/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",19,40.76187469,-73.966358084,"(40.76187469, -73.966358084)",6601,"1000 3rd Ave, New York, NY 10065, USA","1000","3rd Avenue","Upper East Side","Manhattan","New York County","New York","United States",10065,NA,"New York",NA,"10065"
"6602","10/07/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.865911578,-73.904390852,"(40.865911578, -73.904390852)",6602,"2500 Webb Ave, Bronx, NY 10468, USA","2500","Webb Avenue","West Bronx","Bronx","Bronx County","New York","United States",10468,NA,NA,NA,"10468"
"6603","12/18/2015","FELONY ASSAULT","FELONY","BRONX",41,40.822082527,-73.890330326,"(40.822082527, -73.890330326)",6603,"936 Hoe Ave, Bronx, NY 10459, USA","936","Hoe Avenue","West Bronx","Bronx","Bronx County","New York","United States",10459,NA,NA,NA,"10459"
"6604","07/09/2015","GRAND LARCENY","FELONY","MANHATTAN",18,40.765066196,-73.996561142,"(40.765066196, -73.996561142)",6604,"637 W 48th St, New York, NY 10019, USA","637","West 48th Street","Midtown","Manhattan","New York County","New York","United States",10019,NA,"New York",NA,"10019"
"6605","10/18/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","MANHATTAN",28,40.80551045,-73.950962636,"(40.80551045, -73.950962636)",6605,"1990 Adam Clayton Powell Jr Blvd, New York, NY 10026, USA","1990","Adam Clayton Powell Junior Boulevard","Upper Manhattan","Manhattan","New York County","New York","United States",10026,NA,"New York",NA,"10026"
"6606","12/10/2015","PETIT LARCENY","MISDEMEANOR","STATEN ISLAND",121,40.626245194,-74.175157121,"(40.626245194, -74.175157121)",6606,"2629 Forest Ave, Staten Island, NY 10303, USA","2629","Forest Avenue","Bloomfield","Staten Island","Richmond County","New York","United States",10303,NA,NA,NA,"10303"
"6607","06/05/2015","DANGEROUS DRUGS","FELONY","BRONX",40,40.814278403,-73.915342708,"(40.814278403, -73.915342708)",6607,"511B E 148th St, Bronx, NY 10455, USA","511B","East 148th Street","West Bronx","Bronx","Bronx County","New York","United States",10455,NA,NA,NA,"10455"
"6608","11/11/2015","HARRASSMENT 2","VIOLATION","STATEN ISLAND",121,40.582301992,-74.168936095,"(40.582301992, -74.168936095)",6608,"2656 Richmond Ave, Staten Island, NY 10314, USA","2656","Richmond Avenue","Heartland Village","Staten Island","Richmond County","New York","United States",10314,NA,NA,NA,"10314"
"6609","01/13/2015","HARRASSMENT 2","VIOLATION","STATEN ISLAND",121,40.609155441,-74.137252779,"(40.609155441, -74.137252779)",6609,"96 Warwick Ave, Staten Island, NY 10314, USA","96","Warwick Avenue","Castleton Corners","Staten Island","Richmond County","New York","United States",10314,4450,NA,NA,"10314"
"6610","09/03/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","QUEENS",113,40.684951376,-73.786255357,"(40.684951376, -73.786255357)",6610,"116-7-116-11 157th St, Jamaica, NY 11434, USA","116-7-116-11","157th Street","Jamaica","Queens","Queens County","New York","United States",11434,NA,NA,NA,"11434"
"6611","05/28/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",13,40.740461082,-73.983011957,"(40.740461082, -73.983011957)",6611,"151 Bernard Baruch Way, New York, NY 10010, USA","151","Bernard Baruch Way","Midtown","Manhattan","New York County","New York","United States",10010,NA,"New York",NA,"10010"
"6612","04/23/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN",18,40.762663211,-73.982125494,"(40.762663211, -73.982125494)",6612,"801-811 7th Ave, New York, NY 10019, USA","801-811","7th Avenue","Midtown","Manhattan","New York County","New York","United States",10019,6002,"New York",NA,"10019"
"6613","11/03/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",62,40.611065346,-74.004294605,"(40.611065346, -74.004294605)",6613,"1647-1649 83rd St, Brooklyn, NY 11214, USA","1647-1649","83rd Street","Bensonhurst","Brooklyn","Kings County","New York","United States",11214,NA,NA,NA,"11214"
"6614","07/31/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",50,40.911631589,-73.899987165,"(40.911631589, -73.899987165)",6614,"6202-6204 Tyndall Ave, Bronx, NY 10471, USA","6202-6204","Tyndall Avenue","West Bronx","Bronx","Bronx County","New York","United States",10471,1121,NA,NA,"10471"
"6615","08/21/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",83,40.703461488,-73.926516148,"(40.703461488, -73.926516148)",6615,"203 Knickerbocker Ave, Brooklyn, NY 11237, USA","203","Knickerbocker Avenue","Bushwick","Brooklyn","Kings County","New York","United States",11237,2203,NA,NA,"11237"
"6616","05/20/2015","PETIT LARCENY","MISDEMEANOR","QUEENS",108,40.742955756,-73.918259007,"(40.742955756, -73.918259007)",6616,"46-10 Queens Blvd, Long Island City, NY 11104, USA","46-10","Queens Boulevard","Long Island City","Queens","Queens County","New York","United States",11104,NA,NA,NA,"11104"
"6617","08/13/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",43,40.820979933,-73.849642388,"(40.820979933, -73.849642388)",6617,"2143-2175 Seward Ave, Bronx, NY 10473, USA","2143-2175","Seward Avenue","East Bronx","Bronx","Bronx County","New York","United States",10473,NA,NA,NA,"10473"
"6618","11/23/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",7,40.714257508,-73.987935282,"(40.714257508, -73.987935282)",6618,"200 E Broadway, New York, NY 10002, USA","200","East Broadway","Lower Manhattan","Manhattan","New York County","New York","United States",10002,NA,"New York",NA,"10002"
"6619","10/30/2015","GRAND LARCENY","FELONY","BROOKLYN",70,40.638045433,-73.953197115,"(40.638045433, -73.953197115)",6619,"1347A Flatbush Ave, Brooklyn, NY 11210, USA","1347A","Flatbush Avenue","Flatbush - Ditmas Park","Brooklyn","Kings County","New York","United States",11210,NA,NA,NA,"11210"
"6620","12/21/2015","GRAND LARCENY","FELONY","QUEENS",104,40.702832133,-73.90648935,"(40.702832133, -73.90648935)",6620,"1819-1821 Woodbine St, Ridgewood, NY 11385, USA","1819-1821","Woodbine Street","Ridgewood","Queens","Queens County","New York","United States",11385,NA,NA,NA,"11385"
"6621","06/14/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",46,40.853997705,-73.898978541,"(40.853997705, -73.898978541)",6621,"301-309 E 181st St, Bronx, NY 10457, USA","301-309","East 181st Street","West Bronx","Bronx","Bronx County","New York","United States",10457,NA,NA,NA,"10457"
"6622","11/07/2015","HARRASSMENT 2","VIOLATION","BRONX",47,40.90185281,-73.854078872,"(40.90185281, -73.854078872)",6622,"4519-4545 Matilda Ave, Bronx, NY 10470, USA","4519-4545","Matilda Avenue","East Bronx","Bronx","Bronx County","New York","United States",10470,NA,NA,NA,"10470"
"6623","05/22/2015","GRAND LARCENY","FELONY","QUEENS",105,40.720842419,-73.736149821,"(40.720842419, -73.736149821)",6623,"94-9-94-11 Springfield Blvd, Queens Village, NY 11428, USA","94-9-94-11","Springfield Boulevard","Queens Village","Queens","Queens County","New York","United States",11428,NA,NA,NA,"11428"
"6624","01/29/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",75,40.671634714,-73.87443126,"(40.671634714, -73.87443126)",6624,"324-336 Fountain Ave, Brooklyn, NY 11208, USA","324-336","Fountain Avenue","East New York","Brooklyn","Kings County","New York","United States",11208,NA,NA,NA,"11208"
"6625","06/09/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN",83,40.69925343,-73.914143574,"(40.69925343, -73.914143574)",6625,"1533 Myrtle Ave, Brooklyn, NY 11237, USA","1533","Myrtle Avenue","Bushwick","Brooklyn","Kings County","New York","United States",11237,NA,NA,NA,"11237"
"6626","07/06/2015","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BROOKLYN",94,40.724106884,-73.950979239,"(40.724106884, -73.950979239)",6626,"638 Manhattan Ave, Brooklyn, NY 11222, USA","638","Manhattan Avenue","Greenpoint","Brooklyn","Kings County","New York","United States",11222,3114,NA,NA,"11222"
"6627","10/01/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",43,40.816366145,-73.867626311,"(40.816366145, -73.867626311)",6627,"1689-1705 Randall Ave, Bronx, NY 10473, USA","1689-1705","Randall Avenue","East Bronx","Bronx","Bronx County","New York","United States",10473,NA,NA,NA,"10473"
"6628","04/04/2015","MISCELLANEOUS PENAL LAW","FELONY","QUEENS",114,40.775335922,-73.936289984,"(40.775335922, -73.936289984)",6628,"27-0-27-2 1st St, Astoria, NY 11102, USA","27-0-27-2","1st Street","Astoria","Queens","Queens County","New York","United States",11102,5020,NA,NA,"11102"
"6629","07/01/2015","THEFT-FRAUD","FELONY","BROOKLYN",70,40.639756581,-73.956100091,"(40.639756581, -73.956100091)",6629,"419-421 E 23rd St, Brooklyn, NY 11226, USA","419-421","East 23rd Street","Flatbush - Ditmas Park","Brooklyn","Kings County","New York","United States",11226,NA,NA,NA,"11226"
"6630","07/13/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",50,40.899119872,-73.898302263,"(40.899119872, -73.898302263)",6630,"5270 Post Rd, Bronx, NY 10471, USA","5270","Post Road","West Bronx","Bronx","Bronx County","New York","United States",10471,3053,NA,NA,"10471"
"6631","10/04/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",77,40.670287459,-73.925413564,"(40.670287459, -73.925413564)",6631,"252 Buffalo Ave, Brooklyn, NY 11213, USA","252","Buffalo Avenue","Crown Heights","Brooklyn","Kings County","New York","United States",11213,NA,NA,NA,"11213"
"6632","12/29/2015","HARRASSMENT 2","VIOLATION","BRONX",44,40.836288335,-73.927489736,"(40.836288335, -73.927489736)",6632,"1130-1146 Ogden Ave, Bronx, NY 10452, USA","1130-1146","Ogden Avenue","West Bronx","Bronx","Bronx County","New York","United States",10452,NA,NA,NA,"10452"
"6633","02/16/2015","BURGLARY","FELONY","BRONX",45,40.846345285,-73.82352528,"(40.846345285, -73.82352528)",6633,"3145-3159 Ampere Ave, Bronx, NY 10465, USA","3145-3159","Ampere Avenue",NA,"Bronx","Bronx County","New York","United States",10465,1001,NA,NA,"10465"
"6634","06/29/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","STATEN ISLAND",120,40.63076341,-74.116505951,"(40.63076341, -74.116505951)",6634,"416-422 Broadway, Staten Island, NY 10310, USA","416-422","Broadway","West Brighton","Staten Island","Richmond County","New York","United States",10310,2036,NA,NA,"10310"
"6635","02/17/2015","POSSESSION OF STOLEN PROPERTY","MISDEMEANOR","QUEENS",103,40.702405622,-73.808185184,"(40.702405622, -73.808185184)",6635,"90-22-90-24 Sutphin Blvd, Jamaica, NY 11435, USA","90-22-90-24","Sutphin Boulevard","Jamaica","Queens","Queens County","New York","United States",11435,NA,NA,NA,"11435"
"6636","11/19/2015","HARRASSMENT 2","VIOLATION","BRONX",40,40.802023496,-73.912064166,"(40.802023496, -73.912064166)",6636,"780-806 E 135th St, Bronx, NY 10454, USA","780-806","East 135th Street","West Bronx","Bronx","Bronx County","New York","United States",10454,3507,NA,NA,"10454"
"6637","07/23/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BROOKLYN",75,40.663382884,-73.886665968,"(40.663382884, -73.886665968)",6637,"741A Hendrix St, Brooklyn, NY 11207, USA","741A","Hendrix Street","East New York","Brooklyn","Kings County","New York","United States",11207,NA,NA,NA,"11207"
"6638","11/26/2015","HARRASSMENT 2","VIOLATION","QUEENS",102,40.689483882,-73.827686959,"(40.689483882, -73.827686959)",6638,"97-31 117th St, South Richmond Hill, NY 11419, USA","97-31","117th Street","South Richmond Hill","Queens","Queens County","New York","United States",11419,1213,NA,NA,"11419"
"6639","10/04/2015","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN",75,40.669527419,-73.894232834,"(40.669527419, -73.894232834)",6639,"401 New Jersey Ave, Brooklyn, NY 11207, USA","401","New Jersey Avenue","East New York","Brooklyn","Kings County","New York","United States",11207,NA,NA,NA,"11207"
"6640","08/20/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",52,40.871842157,-73.877499033,"(40.871842157, -73.877499033)",6640,"359 E 204th St, Bronx, NY 10467, USA","359","East 204th Street","West Bronx","Bronx","Bronx County","New York","United States",10467,4601,NA,NA,"10467"
"6641","05/13/2015","GRAND LARCENY","FELONY","STATEN ISLAND",122,40.596481959,-74.079944177,"(40.596481959, -74.079944177)",6641,"129 Kramer St, Staten Island, NY 10305, USA","129","Kramer Street","Arrochar","Staten Island","Richmond County","New York","United States",10305,2550,NA,NA,"10305"
"6642","10/14/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","QUEENS",107,40.706637012,-73.815949312,"(40.706637012, -73.815949312)",6642,"86-98 139th St, Briarwood, NY 11435, USA","86-98","139th Street","Briarwood","Queens","Queens County","New York","United States",11435,NA,NA,NA,"11435"
"6643","04/24/2015","PETIT LARCENY","MISDEMEANOR","QUEENS",108,40.745543968,-73.903921202,"(40.745543968, -73.903921202)",6643,"60-5-60-15 Roosevelt Ave, Woodside, NY 11377, USA","60-5-60-15","Roosevelt Avenue","Woodside","Queens","Queens County","New York","United States",11377,NA,NA,NA,"11377"
"6644","04/08/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",63,40.62754142,-73.919124468,"(40.62754142, -73.919124468)",6644,"1041-1045 E 59th St, Brooklyn, NY 11234, USA","1041-1045","East 59th Street","Flatlands","Brooklyn","Kings County","New York","United States",11234,NA,NA,NA,"11234"
"6645","01/01/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",14,40.75619167,-73.986256492,"(40.75619167, -73.986256492)",6645,"1471 Broadway, New York, NY 10036, USA","1471","Broadway","Midtown","Manhattan","New York County","New York","United States",10036,NA,"New York",NA,"10036"
"6646","05/29/2015","GRAND LARCENY","FELONY","BROOKLYN",81,40.685986203,-73.923326335,"(40.685986203, -73.923326335)",6646,"115-117 Ralph Ave, Brooklyn, NY 11221, USA","115-117","Ralph Avenue","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States",11221,NA,NA,NA,"11221"
"6647","08/21/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN",24,40.794659285,-73.971787782,"(40.794659285, -73.971787782)",6647,"252 W 96th St, New York, NY 10025, USA","252","West 96th Street","Upper West Side","Manhattan","New York County","New York","United States",10025,NA,"New York",NA,"10025"
"6648","10/16/2015","PETIT LARCENY","MISDEMEANOR","QUEENS",109,40.757379417,-73.834019371,"(40.757379417, -73.834019371)",6648,"40-22-40-28 College Point Blvd, Flushing, NY 11354, USA","40-22-40-28","College Point Boulevard","Flushing","Queens","Queens County","New York","United States",11354,NA,NA,NA,"11354"
"6649","03/17/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",76,40.678221896,-74.00649094,"(40.678221896, -74.00649094)",6649,"19A Dwight St, Brooklyn, NY 11231, USA","19A","Dwight Street","Red Hook","Brooklyn","Kings County","New York","United States",11231,NA,NA,NA,"11231"
"6650","12/17/2015","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX",42,40.831065972,-73.905842984,"(40.831065972, -73.905842984)",6650,"3504 Third Ave, Bronx, NY 10456, USA","3504","Third Avenue","West Bronx","Bronx","Bronx County","New York","United States",10456,4324,NA,NA,"10456"
"6651","08/24/2015","ROBBERY","FELONY","BROOKLYN",83,40.70205417,-73.915600625,"(40.70205417, -73.915600625)",6651,"1453 Greene Ave, Brooklyn, NY 11237, USA","1453","Greene Avenue","Bushwick","Brooklyn","Kings County","New York","United States",11237,NA,NA,NA,"11237"
"6652","10/20/2015","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","BROOKLYN",75,40.676288632,-73.892163558,"(40.676288632, -73.892163558)",6652,"203 Miller Ave, Brooklyn, NY 11207, USA","203","Miller Avenue","Cypress Hills","Brooklyn","Kings County","New York","United States",11207,NA,NA,NA,"11207"
"6653","11/25/2015","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","QUEENS",108,40.750819395,-73.940532591,"(40.750819395, -73.940532591)",6653,"85 NY-25, Long Island City, NY 11101, USA","85","New York State Route 25","Long Island City","Queens","Queens County","New York","United States",11101,NA,NA,NA,"11101"
"6654","08/07/2015","CRIMINAL MISCHIEF & RELATED OF","FELONY","BRONX",42,40.825471779,-73.901995557,"(40.825471779, -73.901995557)",6654,"1055-1067 Tinton Ave, Bronx, NY 10456, USA","1055-1067","Tinton Avenue","West Bronx","Bronx","Bronx County","New York","United States",10456,7101,NA,NA,"10456"
"6655","05/02/2015","PETIT LARCENY","MISDEMEANOR","STATEN ISLAND",122,40.597141568,-74.089926659,"(40.597141568, -74.089926659)",6655,"34 Durges St, Staten Island, NY 10304, USA","34","Durges Street","Concord","Staten Island","Richmond County","New York","United States",10304,4205,NA,NA,"10304"
"6656","10/06/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","QUEENS",104,40.702889517,-73.857955087,"(40.702889517, -73.857955087)",6656,"88-26 Myrtle Ave, Ridgewood, NY 11385, USA","88-26","Myrtle Avenue","Ridgewood","Queens","Queens County","New York","United States",11385,NA,NA,NA,"11385"
"6657","09/27/2015","DANGEROUS WEAPONS","MISDEMEANOR","MANHATTAN",33,40.843510298,-73.937984827,"(40.843510298, -73.937984827)",6657,"590 W 172nd St, New York, NY 10032, USA","590","West 172nd Street","Upper Manhattan","Manhattan","New York County","New York","United States",10032,NA,"New York",NA,"10032"
"6658","11/05/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","STATEN ISLAND",121,40.631056233,-74.141721976,"(40.631056233, -74.141721976)",6658,"64-70 Hooker Pl, Staten Island, NY 10302, USA","64-70","Hooker Place","Elm Park","Staten Island","Richmond County","New York","United States",10302,1652,NA,NA,"10302"
"6659","06/15/2015","FELONY ASSAULT","FELONY","QUEENS",101,40.595305334,-73.749075881,"(40.595305334, -73.749075881)",6659,"15-0-15-98 Seagirt Blvd, Far Rockaway, NY 11691, USA","15-0-15-98","Seagirt Boulevard","Far Rockaway","Queens","Queens County","New York","United States",11691,NA,NA,NA,"11691"
"6660","10/28/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN",25,40.807662226,-73.939250016,"(40.807662226, -73.939250016)",6660,"27E E 128th St, New York, NY 10035, USA","27E","East 128th Street","East Harlem","Manhattan","New York County","New York","United States",10035,NA,"New York",NA,"10035"
"6661","08/20/2015","DANGEROUS DRUGS","MISDEMEANOR","MANHATTAN",9,40.726970593,-73.982874688,"(40.726970593, -73.982874688)",6661,"135-137 Avenue A, New York, NY 10009, USA","135-137","Avenue A","Lower Manhattan","Manhattan","New York County","New York","United States",10009,5105,"New York",NA,"10009"
"6662","05/26/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN",83,40.691718999,-73.92594131,"(40.691718999, -73.92594131)",6662,"1231-1235 Broadway, Brooklyn, NY 11221, USA","1231-1235","Broadway","Bushwick","Brooklyn","Kings County","New York","United States",11221,NA,NA,NA,"11221"
"6663","02/22/2015","FELONY ASSAULT","FELONY","BROOKLYN",81,40.689648211,-73.924054122,"(40.689648211, -73.924054122)",6663,"17-33 Ralph Ave, Brooklyn, NY 11221, USA","17-33","Ralph Avenue","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States",11221,3613,NA,NA,"11221"
"6664","07/18/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN",10,40.740953519,-74.00536754,"(40.740953519, -74.00536754)",6664,"399 W 14th St, New York, NY 10014, USA","399","West 14th Street","Midtown","Manhattan","New York County","New York","United States",10014,NA,"New York",NA,"10014"
"6665","08/26/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN",73,40.681720587,-73.911519733,"(40.681720587, -73.911519733)",6665,"43 Rockaway Ave, Brooklyn, NY 11233, USA","43","Rockaway Avenue","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States",11233,2513,NA,NA,"11233"
"6666","01/25/2015","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN",90,40.714090407,-73.955661557,"(40.714090407, -73.955661557)",6666,"377 Metropolitan Ave, Brooklyn, NY 11211, USA","377","Metropolitan Avenue","Williamsburg","Brooklyn","Kings County","New York","United States",11211,3307,NA,NA,"11211"
"6667","11/18/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",42,40.828795454,-73.886814229,"(40.828795454, -73.886814229)",6667,"1032 Freeman St, Bronx, NY 10459, USA","1032","Freeman Street","West Bronx","Bronx","Bronx County","New York","United States",10459,NA,NA,NA,"10459"
"6668","03/20/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",49,40.85333713,-73.860366567,"(40.85333713, -73.860366567)",6668,"2043 Colden Ave, Bronx, NY 10462, USA","2043","Colden Avenue","East Bronx","Bronx","Bronx County","New York","United States",10462,3170,NA,NA,"10462"
"6669","12/20/2015","GRAND LARCENY","FELONY","BROOKLYN",75,40.689576398,-73.868689345,"(40.689576398, -73.868689345)",6669,"60-62 Grant Ave, Brooklyn, NY 11208, USA","60-62","Grant Avenue","Cypress Hills","Brooklyn","Kings County","New York","United States",11208,NA,NA,NA,"11208"
